ECGTimestamps	ECGString	HRTimestamps	HRvalue	OXYTimestamps	PPGvalue	SpO2value	IMUTimestamps	IMUvalue
1674752911768	00243f1af35d445208003000004c00006f0000840000920000b00000cc0000ca0000d80000fb0000f60000d30000ca0000b500007b00001b0000b4ffff67ffff2ffffff9feffe0feffdefeffe2feffe9feffeefefff7feff0affff15ffff1fffff36ffff42ffff49ffff60ffff70ffff6cffff77ffff8cffff95ffff95ffff95ffff9cffffa3ffffa3ffffa1ffffa6ffffa1ffff98ffff9affff9cffff9cffff9affff8affff7affff7effff85ffff8cffff9affffa6ffffa8ffffa3ffffa8ffffb8ffffc2ffffc2ffffbfffffbbffffc4ffffd2ffffd4ffffd7ffffd9ffffd9ffffdbffff	1674752912081	70	1674752911658	53	99	
1674752912397	00e33588145e44520800e0ffffe7fffff0ffffdbffffafffffa6ffffafffffadffffbdffffcbffffc9ffffdbffffe9ffffdbffffd0ffffd4ffffd7ffffd9ffffe0ffffecffffeeffffe5ffffe7ffffdbffff83ffff07ffffa6ffff1e02002e05001e0700150500cbfeff46fcffa6ffffae000038ffffaaffff450000d4ffffd0ffff1e00001700001400003000001e00001200003300005100006800008b0000a90000bc0000da0000000100120100200100190100f20000c500008b00002c0000d2ffff87ffff42ffff1affff11ffff0effff0affff07ffff0cffff11ffff11ffff1affff	1674752913116	69	1674752911681	52	99	
1674752912937	00e404f6355e445208002dffff36ffff38ffff4bffff62ffff70ffff7affff73ffff73ffff87ffff9affff98ffff85ffff65ffff5bffff73ffff7effff7effff7effff7effff80ffff85ffff8affff93ffff98ffff91ffff93ffffa3ffffaaffffa3ffff98ffff93ffff9fffffaaffffb4ffffbbffffafffff9affff98ffffadffffbbffffb8ffffb6ffffb8ffffc2ffffcbffffd2ffffd0ffffcdffffd4ffffd9ffffd9ffffdeffffdbffffd9ffffe5fffff7ffff0400000b0000020000f0ffffe5ffffe2ffffe5ffffecffffeeffffeefffff0fffff3ffffe7ffff8afffff9feff73ffff	1674752914106	68	1674752911685	51	99	
1674752913478	0027ac63575e44520800d101000205007207002e0600e0ffff52fcff5effffc800002fffff6effff0b00008cffff8efffff5ffffe9ffffe0ffff0600001700001700002500003700004100005100007600009b0000b50000d30000eb0000e80000cc0000a90000890000580000040000aaffff69ffff3bffff0efffff0feffe7feffe9fefff5feff03ffff0affff13ffff21ffff2fffff44ffff50ffff52ffff5bffff67ffff67ffff5effff62ffff6effff70ffff70ffff7cffff85ffff87ffff8affff8affff8affff91ffff9affff9cffff9cffffa1ffff9fffffa3ffffb4ffffbbffff	1674752915142	68	1674752911692	51	99	
1674752914072	006c53d1785e44520800b4ffffb4ffffb6ffffbbffffc9ffffcdffffc4ffffaaffff98ffffa8ffffb8ffffafffff9fffffa1ffffadffffb4ffffbbffffc2ffffc2ffffbfffffc6ffffc2ffffadffffadffffbbffffb1ffffa8ffffb8ffffcdffffd4ffffdbffffe7ffffeeffffe9ffffe2ffffe5ffffecffffe7ffffe5fffff3fffffefffffcfffff0ffffc9ffff52ffffe2feffb6ffff4f02007905009c0700480500bdfeffaafcfffaffff6f0000fefeff9cffff220000b8ffffd0ffff1400000000000400002c00003e00004500005300006d0000860000970000ac0000ca0000df0000	1674752916085	68	1674752911703	51	99	
1674752914607	004b363f9a5e44520800f200001001001b0100040100e60000ca00009e0000560000fcffffa3ffff4dffff00ffffeefefff7feffdefeffcdfeffdbfeffe5fefff0feff07ffff1affff28ffff2affff2dffff44ffff59ffff5bffff62ffff62ffff5effff6effff7effff7affff7effff80ffff6effff70ffff85ffff8affff85ffff87ffff8cffff95ffff9affff9fffffa8ffffa8ffffa8ffffb4ffffbdffffbbffffb8ffffbdffffc4ffffc6ffffd0ffffd7ffffd2ffffd0ffffd7ffffd9ffffe0ffffecffffe2ffffdeffffe7ffffe9ffffe0ffffd7ffffd9ffffdbffffdbffffe5ffff	1674752917077	67	1674752911717	52	99	
1674752915188	002819adbb5e44520800f0fffff3ffffe9ffffe9fffff0ffffeeffffe0ffffc2ffffa3ffffaaffffc4ffffd0ffffd2ffffc9ffffbdffffc4ffffd4ffffd9ffffd9ffffdbffffe0ffffe2ffffe7ffffd0ffff6effff05ffffe7ffffae0200b00500000700c803007efdff93fcff2900005f000021ffffd9ffff350000c6fffff0ffff3300001b00002700005100005a00005f00007900009e0000b30000be0000d80000fb0000170100370100480100410100410100300100f60000ae00005a0000ecffff93ffff5effff23fffffefefffefeff00ffff03ffff0affff11ffff18ffff13ffff	1674752918156	67	1674752911718	53	99	
1674752915773	00d5841add5e445208000cffff23ffff38ffff3bffff49ffff52ffff57ffff6cffff77ffff7affff75ffff57ffff49ffff60ffff70ffff67ffff67ffff69ffff67ffff69ffff73ffff75ffff75ffff7cffff85ffff8cffff8cffff91ffff9affff98ffff9affffb1ffffb6ffffafffffb4ffffbbffffc2ffffc6ffffcbffffcbffffc9ffffcdffffdbffffe5ffffdeffffdbffffe0ffffe2ffffe0ffffe0ffffdbffffdbffffd9ffffd7ffffdbffffe5ffffe9ffffe9fffff0fffffeffff090000090000fcfffff3ffffecffffdbffffd2ffffe2ffffe9ffffe0ffffe5ffffe9ffffbbffff	1674752919100	67	1674752911727	55	99	
1674752916313	00b46788fe5e4452080038ffff0cffff8400008703006b0600380700c50200bdfcff79fdffa90000deffff18ffff06000000000080ffffb6ffffeeffffe0fffff7ffff1b00001900002000004100005a00006d0000820000990000bc0000e60000020100100100100100fb0000e10000ba0000720000120000b6ffff70ffff3bffff0efffff7fefff7fefff7fefff0feff03ffff1affff26ffff31ffff3dffff3dffff46ffff5bffff6cffff70ffff70ffff70ffff7affff75ffff65ffff6effff75ffff73ffff7cffff85ffff87ffff87ffff85ffff87ffff8effff98ffff9fffff98ffff	1674752920091	66	1674752911737	56	99	
1674752916852	00f70ef61f5f445208008effff91ffff9fffffa8ffffadffffafffffb1ffffb1ffffb6ffffc4ffffc4ffffa8ffff8cffff98ffffafffffb6ffffb8ffffbbffffbbffffbfffffc6ffffcdffffd2ffffd4ffffd4ffffd7ffffe0ffffe7ffffe7ffffe5ffffe5ffffdeffffd4ffffd4ffffd2ffffd2ffffe2fffff0fffffaffff060000060000f7fffff0fffffaffff000000000000000000000000020000020000fcffffc9ffff49ffffe0feffbdffff5102007605009507003a0500aafeff9ffcfffaffff760000fcfeff8affff1000009cffff9fffffe7ffffdeffffdefffffeffff0d0000	1674752921081	66	1674752911749	58	99	
