ECGTimestamps	ECGString	HRTimestamps	HRvalue	OXYTimestamps	PPGvalue	SpO2value	IMUTimestamps	IMUvalue
1674232259735	00a4fb6e5ca247520800b1ffffa3ffff95ffff91ffffa1ffffadffff9fffff7cffff83ffff3500000c020051040022050014030038ffffa5fdff0effffaaffff10ffff2affff72ffff5bffff6bffff95ffff9affff98ffffa8ffffb8ffffc6ffffd4ffffe0ffffdeffffd9ffffe0fffffaffff1200002000002000002500002e00003000002700002200001b0000120000100000140000120000000000ecffffe0ffffe0ffffdbffffd0ffffcbffffd0ffffd7ffffd9ffffe2ffffe7ffffe5ffffecfffff3fffff3ffffe9ffffe5ffffdeffffcbffffb6ffffc2ffffd4ffffd2ffffcdffff	1674232259689	66	1674232259425	24	97	
1674232260276	00efccdd7da247520800c9ffffc6ffffcdffffd0ffffc4ffffc2ffffcbffffd2ffffd0ffffcbffffbbffffa1ffff9cffffa6ffffb1ffffbdffffb8ffffaaffffaaffffb1ffffb4ffffb6ffffb8ffffafffffa6ffffadffffbbffffbdffffb8ffffb8ffffbfffffc2ffffc9ffffcbffffb8ffffa8ffffaaffffb8ffffbbffffafffffaaffffa3ffff9affff9fffffa8ffffa3ffff9cffffa8ffffb1ffffadffffb1ffffb6ffff9affff95ffff100000910100e10300350500a40300d9ffff9efdff84feff7cffff25ffff1affff72ffff70ffff62ffff85ffff9fffffa1ffffb1ffffbfffff	1674232260724	66	1674232259435	23	97	
1674232260861	007c764c9fa247520800c4ffffd2ffffe0ffffecffff0000000d00001000001000000400000000001b0000290000200000270000200000000000f5fffffefffffefffffafffff5ffffecffffe5ffffd4ffffc2ffffb8ffffbbffffc4ffffcbffffd0ffffd2ffffdbffffe2ffffe9ffffeefffff5fffff7fffff7fffff7fffffeffff040000060000000000fafffff7fffffefffffcffffe7ffffd9ffffdeffffe7ffffe0ffffc4ffffbdffffc6ffffc9ffffd0ffffd9ffffd9ffffd9ffffdbffffd9ffffdeffffe9ffffecffffecffffecffffecffffecffffe7ffffe0ffffdbffffd0ffff	1674232261716	66	1674232259447	23	97	
1674232261400	00a55bbbc0a247520800c9ffffdefffff7fffff7fffff0ffffe5ffffcdffffc4ffffd4ffffe0ffffd4ffffb4ffffa1ffffadffffb1ffffa6ffff8cffff62ffff70ffff3c00003102008604002005009f0200ddfeffbcfdff1cffff95ffff1affff3affff7cffff6bffff77ffff9cffff9cffff98ffffadffffb6ffffb4ffffbfffffcbffffd0ffffe2fffff7fffff3ffffe9fffff5ffff0200001000001b00002000001b00000b0000fcfffffcffff020000020000fcffffeeffffdeffffd9ffffd4ffffcbffffc9ffffc2ffffbfffffcbffffd7ffffe0ffffe2ffffd9ffffd7ffffe5ffff	1674232262708	66	1674232259458	22	97	
1674232261941	00ce402ae2a247520800f0fffff3fffff3fffff0ffffeefffff5fffffcfffffaffffdeffffbdffffbfffffd0ffffd0ffffd0ffffd0ffffc9ffffcbffffd4ffffdbffffdeffffd9ffffd9ffffdbffffe0ffffe7ffffe9ffffe7ffffe7ffffe2ffffd9ffffdbffffe2ffffe2ffffe2ffffe7ffffe9ffffdeffffc9ffffb8ffffb4ffffb1ffffb1ffffbbffffbdffffc6ffffd7ffffd4ffffd7ffffdeffffc6ffffb6ffffc6ffffcdffffcdffffd0ffffc9ffffc2ffffbfffffb1ffff93ffff75ffff98ffff950000af0200b30400b50400e0010068feff00feff79ffff7effff05ffff54ffff	1674232263694	66	1674232259471	22	97	
1674232262528	001d129903a34752080079ffff5bffff77ffff93ffff91ffff8affff79ffff80ffff9cffffa6ffffafffffc2ffffcbffffdbffffeefffff7ffff0600001400001900001b00000d0000000000fefffffafffff0fffff5fffff5ffffecffffd7ffffbbffffaaffffafffffadffffa8ffffaaffffafffffb4ffffbdffffc4ffffc6ffffd0ffffd4ffffd9ffffe0ffffe5ffffe2ffffe5ffffe7ffffecfffff0ffffecffffe0ffffcdffffcbffffd4ffffd4ffffd0ffffd0ffffd0ffffcdffffd7ffffdeffffd4ffffd0ffffd2ffffd7ffffe0ffffe5ffffe0ffffdbffffd9ffffe0ffffe5ffff	1674232264684	66	1674232259481	23	97	
1674232263112	0068e30725a347520800ecffffeeffffe9ffffe2ffffe9fffff3fffff5fffff3ffffdbffffb6ffffa8ffffaaffffaaffffa8ffff9affff93ffffa3ffffafffffbbffffcbffffc2ffffaaffffa1ffff9fffff9affff9affff98ffff93ffff95ffff98ffff8effff83ffff7effff75ffff5bffff67ffff120000d201000d0400f4040011030062ffffa7fdffbcfeff62fffff9feff10ffff5dffff56ffff54ffff6bffff77ffff85ffff9cffffadffffb1ffffb1ffffbbffffd4ffffecfffff7fffffaffff0200001700002500002c00002e00002900002500002200001e00001000000b0000	1674232265718	67	1674232259491	24	97	
1674232263656	0017797646a3475208000b0000faffffe2ffffd7ffffd0ffffc6ffffbbffffb4ffffb4ffffb6ffffbbffffb6ffff9cffff8cffff8affff87ffff98ffffaaffffa1ffffa1ffffb6ffffc6ffffc6ffffc2ffffbfffffbfffffc2ffffcbffffd2ffffcbffffc2ffffc6ffffd0ffffcbffffbbffffafffffb6ffffbbffffbdffffc4ffffd0ffffd2ffffcbffffcbffffd7ffffdbffffd9ffffdbffffe0ffffdeffffe0ffffe9ffffecffffecffffe9ffffe0ffffd4ffffdbffffe2ffffdbffffd9ffffdbffffd9ffffd7ffffd7ffffd9ffffe2ffffdbffffdeffffe9ffffdbffffc6ffffc6ffff	1674232266709	66	1674232259505	26	97	
1674232264191	00405ee567a347520800c6ffffc2ffffbdffffb4ffffafffffb6ffffaaffff8cffff67ffff46ffff9fffff2f01009403000b0500cc030017000094fdff5ffeff77ffff28ffff0effff5bffff59ffff56ffff77ffff7cffff70ffff85ffff9fffffa6ffffafffffbfffffcdffffdefffff0fffffcffff0400001700002700002e00003a00004100003700002900002200001900001700001900001200000b0000020000f5ffffecffffe2ffffd9ffffdbffffe2ffffd7ffffd2ffffdeffffe5ffffe7ffffecfffff0fffffcffff0200000400000200000400000900000d0000060000f0ffff	1674232267700	66	1674232259524	30	97	
1674232264821	0049575489a347520800dbffffe0ffffe9ffffecffffe9ffffe2ffffcbffffafffffb4ffffc4ffffc4ffffc2ffffc4ffffc6ffffcdffffd4ffffcbffffbbffffbfffffc6ffffc4ffffbfffffc2ffffc2ffffbdffffbfffffc9ffffd0ffffd0ffffcbffffcbffffd2ffffd9ffffdeffffdeffffd9ffffd4ffffd2ffffcdffffc6ffffb4ffffa3ffffa8ffffb6ffffc9ffffd0ffffcdffffc9ffffb4ffff9cffffa8ffffbdffffb8ffffafffffb4ffffbfffffc9ffffcdffffc4ffff9cffff8effff190000bd01000f0400580500dc0300190000dffdffedfeffd4ffff41ffff2affff87ffff	1674232268779	66	1674232259526	34	97	
