ECGTimestamps	ECGString	HRTimestamps	HRvalue	OXYTimestamps	PPGvalue	SpO2value	IMUTimestamps	IMUvalue
1674232576581	00722d6c21ec47520800e7ffffdbffffc6ffffbbffffb1ffffafffffb4ffffb6ffffb4ffffa8ffff93ffff95ffffadffffb6ffffb8ffffc2ffffc6ffffc2ffffcbffffd9ffffd9ffffd4ffffd9ffffe0ffffe5ffffe5ffffe5ffffe0ffffdeffffe5ffffe9ffffe7ffffe2ffffe0ffffe0ffffe7ffffecffffeeffffe9ffffe7ffffe9fffff3fffffafffffafffff5fffff0fffff5fffffcfffff5ffffe9ffffe5ffffe9ffffeefffff5fffffafffff7ffffe5ffffd0ffffd4ffffe5ffffe9fffff7fffffcffffecffffecfffff0ffffdbffffd0ffffd7ffffd9ffffdeffffe5ffffe9ffff	1674232576714	63	1674232576258	59	96	
1674232577121	00b5d4d942ec47520800e9ffffe5ffffe0ffffd7ffffbbffffdbffffc80000d00200f404004a0500a60200d8feffdafdff3affff69ffffe6feff2affff60ffff3affff44ffff6bffff72ffff7cffff91ffff95ffff93ffffa3ffffb8ffffc4ffffd2ffffdbffffe2fffff5ffff090000170000200000200000190000170000120000000000fafffffafffff0fffff0ffffeeffffe2ffffd4ffffbfffffa1ffff95ffffa8ffffb1ffffb1ffffb1ffffb8ffffc2ffffcdffffd4ffffd9ffffd9ffffdbffffe5ffffeefffff3fffff5ffffeeffffe7ffffecfffff7fffffcfffff3ffffdeffff	1674232577704	63	1674232576270	58	96	
1674232577660	00fa7b4764ec47520800d2ffffdbffffe5ffffe7ffffe2ffffd9ffffd7ffffdeffffe2ffffdeffffc2ffffaaffffb6ffffc4ffffc2ffffc6ffffcbffffcbffffc9ffffd0ffffd7ffffdbffffdeffffdeffffdbffffd9ffffe0ffffdeffffd2ffffd0ffffcbffffbfffffc4ffffc9ffffc2ffffc4ffffc6ffffc2ffffc4ffffc9ffffd2ffffdbffffcdffffbdffffbfffffb1ffff8cffff80ffff8cffff93ffff95ffff98ffff9cffff9fffff9cffff9affff8effff75ffff98ffff740000770200c80400560500d9020005ffffcafdff25ffff9affff21ffff46ffff80ffff60ffff6effff	1674232578694	64	1674232576281	57	96	
1674232578200	00a3e7b485ec4752080098ffff98ffff98ffffb1ffffbdffffc4ffffd0ffffc2ffffaaffffbbffffd9ffffe5fffff7ffff0900000b0000140000200000200000120000060000020000000000f5ffffeeffffe9ffffe2ffffd9ffffcdffffbbffffafffffafffffb4ffffb4ffffb6ffffafffffa1ffffa1ffffadffffb8ffffc4ffffc6ffffcbffffd9ffffe0ffffdeffffe0ffffe7ffffecffffe2ffffdeffffe2ffffe9ffffe9ffffe2ffffd2ffffcdffffd7ffffe0ffffe0ffffdbffffd7ffffd9ffffe0ffffe7ffffe9ffffe7ffffe0ffffe5ffffeefffff3ffffe5ffffd9ffffd9ffff	1674232579683	64	1674232576293	57	96	
1674232578786	0082ca22a7ec47520800e2ffffe7ffffe7ffffe2ffffcdffffb1ffffb1ffffc4ffffcdffffcdffffc6ffffbfffffc2ffffbdffffb4ffffc4ffffc4ffffafffffb1ffffb1ffff9cffff9affffa3ffffa1ffffa8ffffb4ffffb6ffffa8ffff93ffff93ffff91ffff7cffffadffffb10000d702000705002905003f020099fefffbfdff70ffffa3ffff36ffff77ffff9cffff70ffff77ffff9fffffa8ffffafffffc2ffffc9ffffcbffffd9ffffeefffffaffff0600001000001700002500003700004500004f00004c00004300003e00003c00003300002c00002500001b0000190000190000	1674232580764	65	1674232576296	57	96	
1674232579371	0063ad90c8ec475208000d0000fcffffe9ffffd7ffffc9ffffc6ffffcdffffc6ffffaaffffa1ffffb8ffffc4ffffc9ffffd2ffffd2ffffd2ffffdeffffe7ffffeeffffe9ffffd7ffffd0ffffdbffffe2ffffe0ffffe0ffffdbffffd7ffffdeffffe2ffffe5ffffe0ffffdeffffdeffffe2ffffe2ffffd2ffffbfffffc2ffffc6ffffc6ffffcbffffcdffffcbffffc9ffffcbffffd2ffffd7ffffd9ffffd7ffffd9ffffdbffffdbffffd9ffffcdffffc4ffffbbffffb4ffffb8ffffbdffffbdffffb8ffffb6ffffb4ffffb4ffffb6ffffb8ffffbbffffc2ffffc4ffffc6ffffcdffffc6ffff	1674232581755	65	1674232576302	56	96	
1674232579911	00c840fee9ec47520800afffffafffffbfffffc4ffffc4ffffcbffffd0ffffd2ffffd4ffffd7ffffbdffff7cffff7cffff6f0000930200c304001905007e0200cffefff9fdff72ffffa3ffff13ffff52ffff8effff70ffff7cffff95ffff8affff8effffa8ffffb4ffffb8ffffc9ffffd7ffffdbffffe9fffffcffff0600001200001e00002700003700003e00003500002900002200001e00001b00001b00001b0000190000040000f0ffffe7ffffdbffffcbffffbfffffbdffffbbffffbbffffbdffffc9ffffcdffffcdffffd2ffffdbffffdbffffdbffffe7ffffe7ffffe2ffffecffff	1674232582698	65	1674232576315	56	96	
1674232580496	004fc06b0bed47520800f3ffffeeffffe9ffffe2ffffdeffffd0ffffc2ffffb4ffff91ffff75ffff85ffff93ffff87ffff85ffff8cffff93ffff9fffffa1ffff8cffff80ffff8cffff95ffff98ffffa1ffff9fffff93ffff95ffff95ffff87ffff83ffff8affff8cffff8affff8effff95ffff98ffff9affff98ffff95ffff9cffffa3ffffa6ffffa6ffffa8ffffbbffffcbffffc9ffffc9ffffc4ffffb4ffffadffffb1ffffb4ffffb8ffffc2ffffc2ffffc4ffffcdffffd2ffffc6ffffb1ffffd2ffffc10000ea02002c0500680500a10200f0feff07feff60ffffafffff33ffff5dffff	1674232583689	64	1674232576326	56	96	
1674232581038	009467d92ced4752080087ffff6bffff8cffffb6ffffb1ffffadffffbbffffc6ffffd4ffffdeffffdeffffcdffffbdffffd2fffff5fffffeffff0900001e00002200002000002700002900001b00000600000200000b00000d0000060000fcffffe9ffffd4ffffc9ffffc9ffffc9ffffbfffffb6ffffb6ffffc2ffffd2ffffd9ffffdeffffdbffffd0ffffd7ffffe9fffff0ffffecffffe5ffffe7fffff0fffffafffffafffff5fffff0ffffecffffecfffff0fffff5fffff0ffffe9ffffe5ffffdbffffd9ffffd0ffffb8ffffafffffbbffffbfffffbfffffc2ffffc4ffffc6ffffc6ffff	1674232584724	65	1674232576337	56	96	
1674232581576	009336474eed47520800bfffffbbffffbfffffc6ffffc4ffffb8ffffafffffadffff98ffff79ffff83ffff9affff9affff9cffff9cffff87ffff83ffff95ffff9cffff9cffffa3ffffa8ffffadffffb1ffffb6ffffafffff93ffffa8ffff7b0000810200e10400740500e5020002ffffd3fdff48ffffc2ffff3dffff67ffffa6ffff8affff91ffffb6ffffbbffffbbffffd0ffffdbffffe0ffffeefffffaffff0000000b00001b00002500003300003c00003500003300003e00003c00003300002e00002500002000001900000b0000020000fefffff0ffffe5ffffdbffffcdffffc6ffff	1674232585714	65	1674232576348	56	96	
